PRCSCITYPOINT_BSSHNM,INDUTY_CD_NM,LCNS_NO,DSPS_DCSNDT,DSPS_BGNDT,DSPS_ENDDT,DSPS_TYPECD_NM,VILTCN,ADDR,TELNO,PRSDNT_NM,DSPSCN,LAWORD_CD_NM,PUBLIC_DT,LAST_UPDT_DTM,DSPS_INSTTCD_NM,DSPSDTLS_SEQ,sido,sigungu,disposition_decision_date
주식회사 요즘주방,유통전문판매업,20210122032,20241011,20241011,-,영업소폐쇄,(20240826)영업시설의 전부를 철거한 경우(영업시설물 멸실),서울특별시 강동구,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-10-10 00:00:00.0,2024-10-12 19:41:18.177,서울특별시 강동구,4627372,서울특별시,서울특별시 강동구,2024-10-11
헤베샵(hebe shop),건강기능식품일반판매업,20210029721,20241011,20241011,-,영업소폐쇄,(20240516)영업시설물 멸실,서울특별시 중구,,,영업소폐쇄,건강기능식품에 관한 법률 제32조(영업허가취소 등) 1항,2026-10-10 00:00:00.0,2026-01-31 23:25:58.123,서울특별시 중구,4632611,서울특별시,서울특별시 중구,2024-10-11
안심치킨감삼역점,일반음식점,20180182533,20241011,20241028,-,영업소폐쇄,(20240913)영업소 폐쇄,대구광역시 달서구,,,영업소폐쇄,식품위생법 제37조(영업허가 등),2026-10-10 00:00:00.0,2024-10-29 12:42:15.342,대구광역시 달서구,4635227,대구광역시,대구광역시 달서구,2024-10-11
쇼피몰리,건강기능식품일반판매업,20210029391,20241011,20241011,-,영업소폐쇄,(20240514)영업시설물 멸실,서울특별시 중구,,,영업소폐쇄,건강기능식품에 관한 법률 제32조(영업허가취소 등) 1항,2026-10-10 00:00:00.0,2024-10-12 20:41:22.98,서울특별시 중구,4632610,서울특별시,서울특별시 중구,2024-10-11
(주)씨알마케팅,유통전문판매업,20180120964,20241011,20241011,-,영업소폐쇄,(20240828)영업시설의 전부를 철거한 경우(영업시설물 멸실),서울특별시 강동구,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-10-10 00:00:00.0,2024-10-12 19:41:18.177,서울특별시 강동구,4627374,서울특별시,서울특별시 강동구,2024-10-11
미주단란주점,단란주점,19960046012,20241011,20241011,-,영업허가·등록취소,(20130131)사업자 등록 폐업(2013.1.31.) 후 폐업신고 미이행,서울특별시 중랑구,,,영업허가ㆍ등록취소,식품위생법 제75조(허가취소 등) 3항,2026-10-10 00:00:00.0,2024-10-12 12:41:22.779,서울특별시 중랑구,4630284,서울특별시,서울특별시 중랑구,2024-10-11
산들바람,유통전문판매업,20210121428,20241011,20241011,-,영업소폐쇄,(20240827)영업시설의 전부를 철거한 경우(영업시설물 멸실),서울특별시 강동구,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-10-10 00:00:00.0,2024-10-12 19:41:18.177,서울특별시 강동구,4627375,서울특별시,서울특별시 강동구,2024-10-11
비오에스비앤에이치(주),유통전문판매업,20200121924,20241011,20241011,-,영업소폐쇄,(20240827)영업시설의 전부를 철거한 경우(영업시설물 멸실),서울특별시 강동구,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-10-10 00:00:00.0,2024-10-12 19:41:18.177,서울특별시 강동구,4627341,서울특별시,서울특별시 강동구,2024-10-11
서울사무소,유통전문판매업,20180120942,20241011,20241011,-,영업소폐쇄,(20240828)영업시설의 전부를 철거한 경우(영업시설물 멸실),서울특별시 강동구,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-10-10 00:00:00.0,2024-10-12 19:41:18.177,서울특별시 강동구,4627373,서울특별시,서울특별시 강동구,2024-10-11
무한신닭발,일반음식점,20210388355,20241011,20241011,-,영업소폐쇄,(20240904)영업시설의 전부를 철거(시설물 멸실),경기도 광주시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-10-10 00:00:00.0,2024-10-12 14:41:20.934,경기도 광주시,4628162,경기도,경기도 광주시,2024-10-11
아즈코(AZ&Co),건강기능식품일반판매업,20210029451,20241011,20241011,-,영업소폐쇄,(20240514)영업시설물 멸실,서울특별시 중구,,,영업소폐쇄,건강기능식품에 관한 법률 제32조(영업허가취소 등) 1항,2026-10-10 00:00:00.0,2026-01-31 23:25:58.123,서울특별시 중구,4632604,서울특별시,서울특별시 중구,2024-10-11
(주)큐바이오엔터프라이즈,유통전문판매업,20210120201,20241011,20241011,-,영업소폐쇄,(20240827)영업시설의 전부를 철거한 경우(영업시설물 멸실),서울특별시 강동구,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-10-10 00:00:00.0,2024-10-12 19:41:18.177,서울특별시 강동구,4627376,서울특별시,서울특별시 강동구,2024-10-11
조이 (JOY),일반음식점,20230149381,20241011,20241011,-,영업소폐쇄,(20240927)영업시설 전부철거,서울특별시 송파구,,,영업소폐쇄,식품위생법 제37조(영업허가 등),2026-10-10 00:00:00.0,2024-10-12 15:41:41.101,서울특별시 송파구,4630599,서울특별시,서울특별시 송파구,2024-10-11
매드닭발,즉석판매제조가공업,20230140521,20241014,20241014,-,영업소폐쇄,(20240830)영업소 멸실,서울특별시 강남구,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-10-13 00:00:00.0,2024-10-15 15:42:34.69,서울특별시 강남구,4632756,서울특별시,서울특별시 강남구,2024-10-14
포천시장애인협회,식품첨가물제조업,20100372231,20241014,20241014,-,영업허가·등록취소,(20240919)정당한 사유 없이 6개월 이상 계속 휴업,경기도 포천시,,,영업허가ㆍ등록취소,식품위생법 제75조(허가취소 등) 3항,2026-10-13 00:00:00.0,2024-10-15 20:41:28.576,경기도 포천시,4632836,경기도,경기도 포천시,2024-10-14
윤연재,일반음식점,20200150251,20241015,20241015,-,영업소폐쇄,(20240813)영업소 시설의 전부철거(시설물 멸실),부산광역시 연제구,,,영업소폐쇄(2024. 10. 15.자),식품위생법 제36조(시설기준),2026-10-14 00:00:00.0,2024-10-19 19:41:24.652,부산광역시 연제구,4633765,부산광역시,부산광역시 연제구,2024-10-15
오죽헌 엄마의 밥상,일반음식점,20190150640,20241015,20241015,-,영업소폐쇄,(20240813)영업소 시설의 전부철거(시설물멸실),부산광역시 연제구,,,영업소폐쇄(2024. 10. 15.자),식품위생법 제36조(시설기준),2026-10-14 00:00:00.0,2024-10-19 19:41:24.652,부산광역시 연제구,4633764,부산광역시,부산광역시 연제구,2024-10-15
이모네국밥,일반음식점,20200488200,20241015,20241015,-,영업소폐쇄,(20240826)시설물 전부 철거,전북특별자치도 군산시,,,영업소폐쇄,식품위생법 제75조(허가취소 등) 3항,2026-10-14 00:00:00.0,2024-10-18 12:41:47.078,전북특별자치도 군산시,4633373,전북특별자치도,전북특별자치도 군산시,2024-10-15
프라이빗클럽,유흥주점영업,20220469099,20241015,20241015,-,영업허가·등록취소,(20240822)부가가치세법 제8조에 따른 사업자등록 말소,경기도 시흥시,,,영업허가ㆍ등록취소,식품위생법 제75조(허가취소 등) 3항,2026-10-14 00:00:00.0,2024-10-16 12:41:43.462,경기도 시흥시,4627311,경기도,경기도 시흥시,2024-10-15
레프트뱅크 효목점,즉석판매제조가공업,20210175602,20241015,20241015,-,영업소폐쇄,(20240827)영업시설 전부 철거,대구광역시 동구,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-10-14 00:00:00.0,2024-11-16 13:41:50.429,대구광역시 동구,4638664,대구광역시,대구광역시 동구,2024-10-15
(주)더리안,일반음식점,20150150411,20241015,20241015,-,영업소폐쇄,(20240813)영업시설의 전부철거(시설물 멸실),부산광역시 연제구,,,영업소폐쇄(2024.10.15.자),식품위생법 제36조(시설기준),2026-10-14 00:00:00.0,2024-10-19 18:41:17.343,부산광역시 연제구,4633748,부산광역시,부산광역시 연제구,2024-10-15
웨스트버거(WEST BURGER),일반음식점,20210067063,20241015,20241111,-,영업소폐쇄,"(20240101)2023년도 기존영업자 식품위생교육 미수료,
(20241011)영업시설물 멸실",서울특별시 서대문구,,,영업소폐쇄,"식품위생법 제41조(식품위생교육) 1항,
식품위생법 제75조(허가취소 등) 3항",2026-10-14 00:00:00.0,2024-11-12 15:42:46.917,서울특별시 서대문구,4631474,서울특별시,서울특별시 서대문구,2024-10-15
유돈 황우,식육즉석판매가공업,20190069162,20241015,-,-,영업소폐쇄,(20240902)1) 영업시설의 전부를 철거한 경우(시설 없이 영업신고를 한 경우를 포함한다),서울특별시 마포구,,,영업소폐쇄,축산물 위생관리법 제21조(영업의 종류 및 시설기준) 1항,2026-10-14 00:00:00.0,2025-10-14 09:52:02.0,서울특별시 마포구,4689483,서울특별시,서울특별시 마포구,2024-10-15
창희정육점,축산물판매업-식육판매업,19870069131,20241015,-,-,영업소폐쇄,(20240902)1) 영업시설의 전부를 철거한 경우(시설 없이 영업신고를 한 경우를 포함한다),서울특별시 마포구,,,영업소폐쇄,축산물 위생관리법 제21조(영업의 종류 및 시설기준) 1항,2026-10-14 00:00:00.0,2025-10-14 09:40:57.0,서울특별시 마포구,4689393,서울특별시,서울특별시 마포구,2024-10-15
미니스톱 한강로점,휴게음식점,20100033149,20241015,20241015,-,영업소폐쇄,(20240906)영업시설물 전부 철거(1차),서울특별시 용산구,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-10-14 00:00:00.0,2024-10-16 15:43:07.81,서울특별시 용산구,4629507,서울특별시,서울특별시 용산구,2024-10-15
다원푸드,식품제조가공업,20120380032,20241015,20241015,-,영업허가·등록취소,(20240925)정당한 사유없이 6개월 이상 휴업,강원특별자치도 춘천시,,,영업허가ㆍ등록취소,식품위생법 제75조(허가취소 등) 3항,2026-10-14 00:00:00.0,2024-10-16 16:43:04.408,강원특별자치도 춘천시,4632939,강원특별자치도,강원특별자치도 춘천시,2024-10-15
얌샘김밥 부산거제점,일반음식점,20220190451,20241015,20241015,-,영업소폐쇄,(20240813)영업소 시설의 전부철거(시설물 멸실),부산광역시 연제구,,,영업소폐쇄(2024. 10. 15.자),식품위생법 제36조(시설기준),2026-10-14 00:00:00.0,2024-10-19 19:41:24.652,부산광역시 연제구,4633766,부산광역시,부산광역시 연제구,2024-10-15
다복(거제),일반음식점,20210150123,20241015,20241015,-,영업소폐쇄,(20240813)영업소 시설의 전부철거(시설물 멸실),부산광역시 연제구,,,영업소폐쇄(2024. 10. 15.자),식품위생법 제36조(시설기준),2026-10-14 00:00:00.0,2024-10-19 19:41:24.652,부산광역시 연제구,4633754,부산광역시,부산광역시 연제구,2024-10-15
더보타이맨(The Bowtie man),일반음식점,20160033671,20241015,20241015,-,영업소폐쇄,(20240827)영업신고사항의 변경 및 폐업신고 없이 영업시설의 전부를 철거 함,서울특별시 용산구,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-10-14 00:00:00.0,2024-10-16 14:42:23.515,서울특별시 용산구,4626088,서울특별시,서울특별시 용산구,2024-10-15
지리산로컬마켓,식육즉석판매가공업,20150070339,20241015,-,-,영업소폐쇄,(20240902)1) 영업시설의 전부를 철거한 경우(시설 없이 영업신고를 한 경우를 포함한다),서울특별시 마포구,,,영업소폐쇄,축산물 위생관리법 제21조(영업의 종류 및 시설기준) 1항,2026-10-14 00:00:00.0,2025-10-14 09:48:01.0,서울특별시 마포구,4689482,서울특별시,서울특별시 마포구,2024-10-15
강촌건강원,즉석판매제조가공업,19940461235,20241016,20241017,-,영업소폐쇄,(20240607)시설물 전부 멸실,충청남도 아산시,,,영업소폐쇄,식품위생법 제75조(허가취소 등) 3항,2026-10-15 00:00:00.0,2024-10-18 11:44:51.308,충청남도 아산시,4631361,충청남도,충청남도 아산시,2024-10-16
(주)가람에프에스,식품제조가공업,20170461948,20241016,20241017,-,영업소폐쇄,(20240610)영업시설의 전부를 철거한 경우,충청남도 아산시,,,영업소폐쇄,식품위생법 제75조(허가취소 등) 3항,2026-10-15 00:00:00.0,2024-10-18 11:44:51.308,충청남도 아산시,4633063,충청남도,충청남도 아산시,2024-10-16
주식회사 소풍,식품제조가공업,20140461458,20241016,20241017,-,영업소폐쇄,(20240610)영업시설의 전부를 철거한 경우,충청남도 아산시,,,영업소폐쇄,식품위생법 제75조(허가취소 등) 3항,2026-10-15 00:00:00.0,2024-10-18 11:44:51.308,충청남도 아산시,4633060,충청남도,충청남도 아산시,2024-10-16
태연네 반찬,즉석판매제조가공업,20220644225,20241016,20241017,-,영업소폐쇄,(20240610)영업시설의 전부를 철거한 경우,충청남도 아산시,,,영업소폐쇄,식품위생법 제75조(허가취소 등) 3항,2026-10-15 00:00:00.0,2024-10-18 11:44:51.308,충청남도 아산시,4633078,충청남도,충청남도 아산시,2024-10-16
(주)피지컬디스트리뷰션,유통전문판매업,20220643505,20241016,20241017,-,영업소폐쇄,(20240610)영업시설의 전부를 철거한 경우,충청남도 아산시,,,영업소폐쇄,식품위생법 제75조(허가취소 등) 3항,2026-10-15 00:00:00.0,2024-10-18 11:44:51.308,충청남도 아산시,4633071,충청남도,충청남도 아산시,2024-10-16
보나베띠은계점,일반음식점,20220468213,20241017,20241019,-,영업소폐쇄,(20240508)영업시설 전부 철거,경기도 시흥시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-10-16 00:00:00.0,2024-10-19 20:41:35.347,경기도 시흥시,4620029,경기도,경기도 시흥시,2024-10-17
워터랑베이커리카페,제과점영업,20170069380,20241018,20241018,-,영업소폐쇄,(20240227)영업시설 전부멸실,경기도 시흥시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-10-17 00:00:00.0,2024-10-19 20:41:35.347,경기도 시흥시,4621105,경기도,경기도 시흥시,2024-10-18
탑큐브(TOPCUBE),일반음식점,20200384962,20241018,20241018,-,영업소폐쇄,(20240724)영업시설 전부 멸실,경기도 시흥시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-10-17 00:00:00.0,2024-10-19 20:41:35.347,경기도 시흥시,4620045,경기도,경기도 시흥시,2024-10-18
일마레본점,일반음식점,20220468214,20241018,20241018,-,영업소폐쇄,(20240508)시설물 전부 철거,경기도 시흥시,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-10-17 00:00:00.0,2024-10-19 20:41:35.347,경기도 시흥시,4620033,경기도,경기도 시흥시,2024-10-18
토영반점,일반음식점,20200596228,20241018,20241018,-,영업소폐쇄,(20240930)정당한 사유없이 6개월 이상 계속 휴업하는 경우에 해당,경상남도 통영시,,,영업소폐쇄,식품위생법 제75조(허가취소 등) 3항,2026-10-17 00:00:00.0,2024-10-22 11:43:20.63,경상남도 통영시,4633869,경상남도,경상남도 통영시,2024-10-18
이마트24용산청룡점,휴게음식점,20160033530,20241021,20241021,-,영업소폐쇄,(20240905)영업시설물 전부 철거(1차),서울특별시 용산구,,,영업소폐쇄,식품위생법 제36조(시설기준),2026-10-20 00:00:00.0,2024-10-22 17:41:54.113,서울특별시 용산구,4629499,서울특별시,서울특별시 용산구,2024-10-21
