PRDTNM,BSSHNM,MNFDT,DISTBTMLMT,ADDR,INSTT_NM,REGSTR_TELNO,BRCDNO,FRMLCUNIT,TEST_ITMNM,STDR_STND,TESTANALS_RSLT,CRET_DTM,RTRVLDSUSE_SEQ,PRDLST_REPORT_NO,LCNS_NO,REPORTR_TELNO,PRDLST_CD_NM,sido,sigungu,record_date
미나리,구*희,20260319,,충남 서천군,,,,,옥사디아존,0.01 mg/kg 이하(PLS),0.06 mg/kg,2026.04.06,3000224397,,,,미나리,충남,충남 서천군,2026-04-06
한우암소 생차돌박이,(주)믿어보소,20260324,2026.03.30,전남광주통합특별시 북구,서울청 유해물질분석과,,002183702472,,리스테리아모노사이토제네스,"n=5, c=0, m=0/25g","양성,양성,양성,양성,양성",2026.04.06,3000224400,,20200224874,,포장육,전남광주통합특별시,전남광주통합특별시 북구,2026-04-06
방풍나물(A-0406-1),김*자,20260406,2026.04.06,전남광주통합특별시 곡성군,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 서부농수산물검사소,,,,터부포스,0.1 이하,1.089679607007913,2026.04.07,3000224430,,,,방풍나물,전남광주통합특별시,전남광주통합특별시 곡성군,2026-04-07
1++ 한우 육회,주식회사 우원,20260325,2026.03.28,부산광역시 기장군,부산광역시 보건환경연구원 동물위생시험소 축산물검사팀,,,,리스테리아모노사이토제네스,"n=5, c=0, m=0/25g","양성, 양성, 양성, 양성, 양성",2026.04.07,3000224443,20180147303203,20240214815,,포장육,부산광역시,부산광역시 기장군,2026-04-07
깻잎,최*옥,20260406,2026.04.06,경상남도 밀양시,경기도 경기도보건환경연구원,,,,피플루뷰마이드,0.01mg/kg,0.47mg/kg,2026.04.07,3000224454,,,,들깻잎,경상남도,경상남도 밀양시,2026-04-07
쑥갓,장*수,20260406,,경기도 시흥시,경기도 경기도보건환경연구원,,,4kg,사이플루메토펜,0.01,0.18,2026.04.07,3000224476,,,,쑥갓,경기도,경기도 시흥시,2026-04-07
가지(강북유잔04-07-08),유*은,20260407,,경상남도 창원시,서울특별시 보건환경연구원 강북농수산물검사소,,,,프로사이미돈,0.01 이하 (mg/kg),0.10 (mg/kg),2026.04.07,3000224483,,,,가지,경상남도,경상남도 창원시,2026-04-07
머위,유*심,20260406,,충청남도 서천군,강원특별자치도 보건환경연구원 식약품연구부 농산물검사과,,,,펜디메탈린,0.05 mg/kg 이하,0.13 mg/kg,2026.04.08,3000224506,,,,머위,충청남도,충청남도 서천군,2026-04-08
얼갈이,조*숙,20260407,,경기도 포천시,경기도 경기도보건환경연구원,,,,테부피림포스,0.01 mg/kg,0.03 mg/kg,2026.04.08,3000224517,,,,엇갈이배추,경기도,경기도 포천시,2026-04-08
적겨자잎,김*철,데이터없음,2026.04.09.(수거일),경기도 이천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,파클로부트라졸,3.0 mg/kg,7.8 mg/kg,2026.04.09,3000224573,,,,겨자채,경기도,경기도 이천시,2026-04-09
고춧잎,정*권,20260407,,대전광역시 유성구,대전광역시 보건환경연구원 식의약연구부,,,4kg*1=4kg,터부포스,0.05이하(mg/kg),0.97(mg/kg),2026.04.09,3000224575,,,,고춧잎,대전광역시,대전광역시 유성구,2026-04-09
취나물,김*수,20260409,,전북 완주군,,,,,에토프로포스,0.05 mg/kg,0.18 mg/kg,2026.04.09,3000224587,,,,취나물,전북,전북 완주군,2026-04-09
치커리,박*오,20260409,,경기 김포시,,,,,터부포스,0.01 mg/kg 이하(PLS),0.11 mg/kg,2026.04.10,3000224629,,,,치커리(잎),경기,경기 김포시,2026-04-10
동초,박*경,20260412,,경상남도 김해시,부산광역시 보건환경연구원,,,박스,메타벤즈티아주론,0.01 mg/kg,0.06 mg/kg,2026.04.13,3000224642,,,,유채,경상남도,경상남도 김해시,2026-04-13
열무,손*철,20260407,,경기 고양시,,,,,터부포스,0.05 mg/kg 이하,0.22 mg/kg,2026.04.13,3000224675,,,,무(잎),경기,경기 고양시,2026-04-13
청양 구기자,토종마을,20260305,2028.03.04,경기도 남양주시,,,1100001247554,,티아메톡삼,1.5 mg/kg 이하,1.6 mg/kg,2026.04.13,3000224680,,20160333083,,구기자건조,경기도,경기도 남양주시,2026-04-13
청양 구기자,토종마을,20260305,2028.03.04,경기도 남양주시,,,1100001247554,,카벤다짐,2.0 mg/kg 이하,4.2 mg/kg,2026.04.13,3000224680,,20160333083,,구기자건조,경기도,경기도 남양주시,2026-04-13
카트크,아미라 밀크 (AMIRA MILK),데이터없음,2026.05.10,경기도 평택시,경기도 경기도동물위생시험소,,,,황색포도상구균,"n=5, c=0, m=0/25g","양성, 양성, 양성, 양성, 양성",2026.04.13,3000224700,202503710082,20250371008,,농후발효유,경기도,경기도 평택시,2026-04-13
당근,윤*희,20260413,2026.04.13,경상남도 창원시,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 서부농수산물검사소,,,,터부포스,0.05 이하,0.21521839647613437,2026.04.14,3000224710,,,,당근,경상남도,경상남도 창원시,2026-04-14
달래,백*근,20260413,,충남 서천군,,,,,터부포스,0.3 mg/kg 이하,0.5 mg/kg,2026.04.14,3000224747,,,,달래,충남,충남 서천군,2026-04-14
백오이,이*희,20260414,2026.04.14,인천광역시 강화군,서울특별시 보건환경연구원 강남농수산물검사소,,,,메트코나졸,0.01 mg/kg 이하,0.07,2026.04.14,3000224750,,,,오이,인천광역시,인천광역시 강화군,2026-04-14
훈연 돼지막창,삼육유통,20260319,2026.03.27,울산광역시 남구,울산광역시 보건환경연구원 동물위생시험소,,8 809818 710031,팩,보존료,불검출,검출,2026.04.15,3000224781,2014024400710,20140244007,,양념육,울산광역시,울산광역시 남구,2026-04-15
제주레몬,양*영,20260413,,제주특별자치도 제주시,경기도 경기도보건환경연구원,,,450g,다이아지논,0.01 mg/kg 이하(PLS),0.14 mg/kg,2026.04.16,3000224836,,,,레몬,제주특별자치도,제주특별자치도 제주시,2026-04-16
가지,고*채,20260414,,전남광주통합특별시 화순군,전남광주통합특별시 전남보건환경연구원 동부지원 농산물검사소,,,,스피로테트라맷,0.7 이하,1.8265,2026.04.16,3000224845,,,,가지,전남광주통합특별시,전남광주통합특별시 화순군,2026-04-16
슈퍼 멀티비타민 이뮨부스트,주식회사 동도에프앤피,데이터없음,2026.11.11,서울특별시 강남구,경인청 시험분석센터 식품기준분석과,,7350122362412,250ml(25ml X 10병),판토텐산,표시량의 80～180%,52%,2026.04.16,3000224863,,20240016876,,건강기능식품,서울특별시,서울특별시 강남구,2026-04-16
농산물-260416-001 적치커리,빅*순,20260416,,경기도 이천시,강원특별자치도 보건환경연구원 식약품연구부 농산물검사과,,,,파클로부트라졸,2.0 이하,9.4 mg/kg,2026.04.16,3000224892,,,,치커리(잎),경기도,경기도 이천시,2026-04-16
구기자,정*교,20260405,,경북 봉화군,경상북도 보건환경연구원 북부지원 안동농수산물검사소,,,,클로르페나피르,3.0 이하,4.822,2026.04.16,3000224909,,,,구기자건조,경북,경북 봉화군,2026-04-16
와일드,이*호,20260416,2026.04.16.(수거일자),경기도 이천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,사이플루메토펜,0.01 이하 (기준 규격 없음),0.05 mg/kg,2026.04.16,3000224915,,,,루꼴라,경기도,경기도 이천시,2026-04-16
안성마춤 한우너비아니,안성마춤농협조합공동사업법인,데이터없음,2027.03.24,경기도 안성시,경기도 경기도동물위생시험소,,,,장출혈성대장균,"n=5, c=0, m=0/25g",양성,2026.04.17,3000224955,201502620727,20150262072,,분쇄가공육제품,경기도,경기도 안성시,2026-04-17
방풍나물,김*연,20260417,2026.04.17,경북,서울특별시 보건환경연구원 강남농수산물검사소,,,,터부포스,0.1mg/kg,3.7mg/kg,2026.04.17,3000224966,,,,방풍나물,경북,경북,2026-04-17
오미자,산청원임산물유통센터,20260407,,경상남도 산청군,경상남도 보건환경연구원 식약품연구부,,,,디노테퓨란,0.01 이하,0.107,2026.04.20,3000225009,,,,오미자,경상남도,경상남도 산청군,2026-04-20
오미자,천*약*초,데이터없음,2028.03.07,,대전광역시 보건환경연구원 식의약연구부,,,,플루오피람,0.01 mg/kg 이하,0.05 mg/kg,2026.04.20,3000225050,,,,오미자,,,2026-04-20
고수,송*민,20260420,,경기 고양시,,,,,알라클로르,0.01 mg/kg 이하(PLS),0.15 mg/kg,2026.04.21,3000225070,,,,허브류,경기,경기 고양시,2026-04-21
시금치,강*일,20260420,,충북 청주시,충청북도 보건환경연구원 보건연구부 청주농산물검사소,,,,터부포스,0.05 이하,0.166,2026.04.21,3000225074,,,,시금치,충북,충북 청주시,2026-04-21
한우 육회 150g(냉장),이*소,20260413,2026.04.16,서울특별시 동대문구,서울특별시 보건환경연구원 동물위생시험소,,,,황색포도상구균,"n=5, c=0, m=0/25g",검출,2026.04.21,3000225096,,20190290182,,소고기,서울특별시,서울특별시 동대문구,2026-04-21
한우육회,우*종,데이터없음,2026.04.17,서울특별시 성동구,서울특별시 보건환경연구원,,2000150000002,200g,여시니아엔테로콜리티카,"n=5, c=0, m=0/25g",검출,2026.04.21,3000225102,,20210346547,,소고기,서울특별시,서울특별시 성동구,2026-04-21
한우육회(냉장),마블유통,20260413,2026.04.19,서울특별시 성동구,서울특별시 보건환경연구원 동물위생시험소,,,,장출혈성대장균,"n=5, c=0, m=0/25g",검출,2026.04.21,3000225105,,20170345061,,소고기,서울특별시,서울특별시 성동구,2026-04-21
한우육회,(주)으뜸축산,20260413,2026.05.27,서울특별시 성동구,서울특별시 보건환경연구원 동물위생시험소,,,,장출혈성대장균,"n=5, c=0, m=0/25g",검출,2026.04.21,3000225110,2010003676121,20100036761,,포장육,서울특별시,서울특별시 성동구,2026-04-21
시금치(L71),최*자,20260420,,울산광역시 북구,울산광역시 보건환경연구원 보건연구부 농수산물검사소,,21000129542730020009,,포레이트,0.01 mg/kg 이하,0.12 mg/kg,2026.04.21,3000225131,,,,시금치,울산광역시,울산광역시 북구,2026-04-21
시금치,오*석,20260421,,경기도 여주시,서울특별시 보건환경연구원 강남농수산물검사소,,,,카바릴,0.01 mg/kg 이하,0.05 mg/kg,2026.04.21,3000225144,,,,시금치,경기도,경기도 여주시,2026-04-21
치커리,심*태,20260421,,경상북도 경산시,대구광역시 보건환경연구원 식의약연구부,,,,카벤다짐,0.01 이하,0.26 mg/kg,2026.04.22,3000225147,,,,치커리(잎),경상북도,경상북도 경산시,2026-04-22
냉동흰다리새우살,(주)조은수산,20251013,2028.10.12,부산광역시 동구,서울특별시 보건환경연구원 강남농수산물검사소,,8809971440400,450g,노르플록사신,불검출,0.005 mg/kg,2026.04.22,3000225166,,20090129167,,기타 수산물가공품,부산광역시,부산광역시 동구,2026-04-22
냉동흰다리새우살,(주)조은수산,20251013,2028.10.12,부산광역시 동구,서울특별시 보건환경연구원 강남농수산물검사소,,8809971440400,450g,독시싸이클린,0.01 mg/kg,0.19 mg/kg,2026.04.22,3000225166,,20090129167,,기타 수산물가공품,부산광역시,부산광역시 동구,2026-04-22
냉동흰다리새우살,(주)조은수산,20251013,2028.10.12,부산광역시 동구,서울특별시 보건환경연구원 강남농수산물검사소,,8809971440400,450g,메트로니다졸,불검출,0.022 mg/kg,2026.04.22,3000225166,,20090129167,,기타 수산물가공품,부산광역시,부산광역시 동구,2026-04-22
구기자,약용작물산지유통센터(APC),20260205,,경상북도 영주시,충청남도 보건환경연구원 식약품연구부,,8809052505004,250g,프로피코나졸,0.01 mg/kg 이하(PLS),0.70 mg/kg,2026.04.22,3000225170,,,,구기자건조,경상북도,경상북도 영주시,2026-04-22
명인명작 통팥도라야끼,(주)호남샤니,데이터없음,2026.05.09,전남광주통합특별시 광산구,대구광역시 보건환경연구원 식의약연구부,,8801068087017,300g,황색포도상구균,"n=5, c=0, m=0/25g",양성,2026.04.23,3000225219,199102270211091,19910227021,,빵류,전남광주통합특별시,전남광주통합특별시 광산구,2026-04-23
S-764 고수,박*숙,20260422,,경기도 고양시,인천광역시 보건환경연구원 식약연구부 삼산농산물검사소,,,,터부포스,0.01 이하,0.166,2026.04.23,3000225231,,,,고수(잎),경기도,경기도 고양시,2026-04-23
고수,이*현,20260423,2026.04.23,경기도 포천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,리뉴론,0.01 mg/kg 이하,0.12 mg/kg,2026.04.23,3000225271,,,,고수(잎),경기도,경기도 포천시,2026-04-23
흙대파,권*안,20260421,,전남광주통합특별시 신안군,대구광역시 보건환경연구원 식의약연구부,,,,아이소프로티올레인,0.01 mg/kg 이하,0.24 mg/kg,2026.04.24,3000225281,,,,파,전남광주통합특별시,전남광주통합특별시 신안군,2026-04-24
진미조미오징어,원*산,20260416,2027.04.15,강원특별자치도 강릉시,,,,,대장균,"n=5, c=2, m=0, M=10","n(1)=100, n(2)=35, n(3)=95, n(4)=0, n(5)=70",2026.04.25,3000225342,201303863412,20130386341,,조미건어포,강원특별자치도,강원특별자치도 강릉시,2026-04-25
오이맛고추,장*임,20260424,,경상남도 창녕군,대전광역시 보건환경연구원 식의약연구부,,,10kg*26=260kg,에토프로포스,0.02 이하,1.190,2026.04.27,3000225352,,,,고추,경상남도,경상남도 창녕군,2026-04-27
프리미엄 알티지 오메가-3 1100,뉴트라칼 주식회사,데이터없음,2028.07.16,서울특별시 서초구,서울청 유해물질분석과,,8809760951537,"1,201mg X 180캡슐(총 216.18g)",EPA와 DHA의 합,80이상 120이하,34.6,2026.04.27,3000225386,,20240004561,,건강기능식품,서울특별시,서울특별시 서초구,2026-04-27
4.쑥,김*순,20260421,,충남 태안군,세종특별자치시 보건환경연구원,,,,폭심,0.01 이하,0.027,2026.04.27,3000225436,,,,쑥,충남,충남 태안군,2026-04-27
4.쑥,김*순,20260421,,충남 태안군,세종특별자치시 보건환경연구원,,,,펜디메탈린,0.01 이하,0.087,2026.04.27,3000225436,,,,쑥,충남,충남 태안군,2026-04-27
14.감자,김*농*,20260421,,전라북도 김제시,세종특별자치시 보건환경연구원,,,,터부포스,0.03 이하,0.045,2026.04.27,3000225448,,,,감자,전라북도,전라북도 김제시,2026-04-27
낫슈99,(주)우포라이스텍,데이터없음,2027.-0.5-,경상남도 창녕군,부산청 유해물질분석과,,8809220292316,,세균수,"n=5, c=2, m=1000, M=10000","47 000, 33 000, 20 000, 22 000, 5 600",2026.04.28,3000225470,2003061807477,20030618074,,당뇨환자용 영양조제식품,경상남도,경상남도 창녕군,2026-04-28
낫슈99,(주)우포라이스텍,데이터없음,2027.-0.5-,경상남도 창녕군,부산청 유해물질분석과,,8809220292316,,나이아신,표시량(2.92 mgNE /25 g) 이상,1.216,2026.04.28,3000225470,2003061807477,20030618074,,당뇨환자용 영양조제식품,경상남도,경상남도 창녕군,2026-04-28
낫슈99,(주)우포라이스텍,데이터없음,2027.-0.5-,경상남도 창녕군,부산청 유해물질분석과,,8809220292316,,조단백질,표시량(1포(25g) 당 9g) 이상,2.4,2026.04.28,3000225470,2003061807477,20030618074,,당뇨환자용 영양조제식품,경상남도,경상남도 창녕군,2026-04-28
잠봉,박*정,데이터없음,2026.-0.4-,경상북도 의성군,경인지방식품의약품안전청,,,,리스테리아모노사이토제네스,"n=5, c=0, m=0/25g","양성,양성,양성,양성,양성",2026.04.29,3000225495,202408220145,20240822014,,햄,경상북도,경상북도 의성군,2026-04-29
잠봉,주식회사 샤르베티에,20260408,2026.10.04,충청남도 천안시 서북구,경인지방식품의약품안전청,,,,리스테리아모노사이토제네스,"n=5, c=0, m=0/25g","양성,양성,양성,양성,양성",2026.04.29,3000225504,2025068101817,20250681018,,햄,충청남도,충청남도 천안시,2026-04-29
수-128 광어,확인불가,20260427,,전남광주통합특별시 완도군,인천광역시 보건환경연구원 식약연구부 수산물검사소,,,,아목시실린,0.05 이하,0.088,2026.04.29,3000225513,,,,넙치,전남광주통합특별시,전남광주통합특별시 완도군,2026-04-29
수-128 광어,확인불가,20260427,,전남광주통합특별시 완도군,인천광역시 보건환경연구원 식약연구부 수산물검사소,,,,동물용의약품신속키트검사,적합,양성,2026.04.29,3000225513,,,,넙치,전남광주통합특별시,전남광주통합특별시 완도군,2026-04-29
쑥갓(강북공잔04-29-01),김*정,20260429,,경기 포천시,서울특별시 보건환경연구원 강북농수산물검사소,,,,다이아지논,0.01 mg/kg 이하,0.07 mg/kg,2026.04.29,3000225549,,20200451021,,쑥갓,경기,경기 포천시,2026-04-29
쑥갓,김*민,20260429,,인천 계양구,,,,,시마진,0.01 mg/kg 이하(PLS),0.33 mg/kg,2026.04.30,3000225564,,,,쑥갓,인천,인천 계양구,2026-04-30
고수,노*곤,20260429,,경상북도 칠곡군,대구광역시 보건환경연구원 식의약연구부,,,,에타복삼,0.01 이하,0.13 mg/kg,2026.04.30,3000225573,,,,고수(잎),경상북도,경상북도 칠곡군,2026-04-30
프리미엄 오메가3 1310 EPA&DHA,(주)더조은월드,데이터없음,2028.02.10,서울특별시 서초구,대구청 유해물질분석과,,8500134845666,"1,310mg X 180 캡슐 X 2(총 471.6g)",비타민D,"표시량(25 μg/ 1,310 mg)의 80 ~ 180%",불검출,2026.04.30,3000225578,,20240004632,,건강기능식품,서울특별시,서울특별시 서초구,2026-04-30
양배추,김*준,2026-04-27 00:00:00.0,,경상남도 밀양시,대구광역시 보건환경연구원 식의약연구부,,,,포스티아제이트,0.01 이하,0.05 mg/kg,2026.04.30,3000225607,,,,양배추,경상남도,경상남도 밀양시,2026-04-30
파슬리,이*종,20260428,,경기도 이천시,경기도 경기도보건환경연구원,,,100g,디페노코나졸,0.01 mg/kg(PLS),0.06 mg/kg,2026.04.30,3000225619,,,,파슬리,경기도,경기도 이천시,2026-04-30
고수,이*경,20260506,2026.05.06.(수거일자),경기도 포천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,리뉴론,0.01 이하 (기준 규격 없음),1.57 mg/kg,2026.05.06,3000225719,,,,고수(잎),경기도,경기도 포천시,2026-05-06
고수,이*경,20260506,2026.05.06.(수거일자),경기도 포천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,펜디메탈린,0.3 mg/kg 이하,1.0 mg/kg,2026.05.06,3000225719,,,,고수(잎),경기도,경기도 포천시,2026-05-06
고수,이*경,20260506,2026.05.06.(수거일자),경기도 포천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,테부코나졸,0.01 이하 (기준 규격 없음),0.49 mg/kg,2026.05.06,3000225719,,,,고수(잎),경기도,경기도 포천시,2026-05-06
고수,최*호,20260506,2026.05.06.(수거일자),경기도 포천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,티아메톡삼,0.01 이하 (기준 규격 없음),0.13 mg/kg,2026.05.06,3000225727,,,,고수(잎),경기도,경기도 포천시,2026-05-06
고수,최*호,20260506,2026.05.06.(수거일자),경기도 포천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,피리플루퀴나존,0.2 mg/kg 이하,0.9 mg/kg,2026.05.06,3000225727,,,,고수(잎),경기도,경기도 포천시,2026-05-06
고수,최*호,20260506,2026.05.06.(수거일자),경기도 포천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,리뉴론,0.01 이하 (기준 규격 없음),0.07 mg/kg,2026.05.06,3000225727,,,,고수(잎),경기도,경기도 포천시,2026-05-06
프리미엄 프로바이오틱스 5000 골드,(주)더블유에이치글로벌,데이터없음,2028.07.25,서울특별시 중구,대구청 유해물질분석과,,0629262003347,500mg X 60캡슐 X 2(총 60g),프로바이오틱스 수,"표시량(10,000,000,000<100억>cfu/1캡슐)이상","6,400,000,000 cfu/g",2026.05.06,3000225736,,20130098109,,건강기능식품,서울특별시,서울특별시 중구,2026-05-06
뜯어먹는 소프트번 파인애플맛,효성인터내셔날,데이터없음,2026.06.28,서울특별시 송파구,부산광역시 보건환경연구원,,4589840672234,100g,파라옥시안식향산에틸(보존료),불검출,파라옥시안식향산으로서 0.013 g/kg,2026.05.06,3000225752,,20130115305,,빵류,서울특별시,서울특별시 송파구,2026-05-06
뜯어먹는 소프트번 파인애플맛,효성인터내셔날,데이터없음,2026.06.28,서울특별시 송파구,부산광역시 보건환경연구원,,4589840672234,100g,소브산(보존료),불검출(*원료 유래 인정 가능량 : 0.024 g/kg),0.129 g/kg,2026.05.06,3000225752,,20130115305,,빵류,서울특별시,서울특별시 송파구,2026-05-06
깻잎(A-0506-1),양*순,20260506,2026.05.06,전남광주통합특별시 곡성군,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 서부농수산물검사소,,,,디니코나졸,0.3 이하,0.8496608706375632,2026.05.07,3000225773,,,,들깻잎,전남광주통합특별시,전남광주통합특별시 곡성군,2026-05-07
"냉동흰다리새우살(두절,탈각)",(주)해우씨푸드,20250826,2028.08.25,부산광역시 사하구,서울특별시 보건환경연구원 강남농수산물검사소,,8809458913335,900g,독시싸이클린,0.01 mg/kg 이하,0.11 mg/kg,2026.05.07,3000225787,,20120254022,,기타 수산물가공품,부산광역시,부산광역시 사하구,2026-05-07
유채,양*인,20260506,,전남광주통합특별시 순천시,전남광주통합특별시 전남보건환경연구원 동부지원 농산물검사소,,,,포레이트,0.01 이하,0.6930,2026.05.07,3000225789,,,,유채,전남광주통합특별시,전남광주통합특별시 순천시,2026-05-07
적겨자,김*숙,20260506,,경기도 이천시,경기도 경기도보건환경연구원,,,2 kg,플루아지남,0.01 mg/kg,0.10 mg/kg,2026.05.08,3000225816,,,,겨자채,경기도,경기도 이천시,2026-05-08
깻잎순(관739-2),정*자,20260507,,경남 밀양시,울산광역시 보건환경연구원 보건연구부 농수산물검사소,,,,디니코나졸,0.3 mg/kg 이하,1.7 mg/kg,2026.05.08,3000225843,,,,들깻잎,경남,경남 밀양시,2026-05-08
꽃상추,김*용,20260317,2026.03.17,충남 논산시,인천광역시 보건환경연구원 식약연구부,,,,클로르페나피르,5.0 mg/kg 이하,7.7 mg/kg,2026.05.11,3000225877,,,,상추,충남,충남 논산시,2026-05-11
상추,김*수,20260511,,경상남도 밀양시,부산광역시 보건환경연구원,,,박스,오메토에이트,0.01 mg/kg,0.07 mg/kg,2026.05.12,3000225901,,,,상추,경상남도,경상남도 밀양시,2026-05-12
상추,김*수,20260511,,경상남도 밀양시,부산광역시 보건환경연구원,,,박스,디메토에이트,0.01 mg/kg,0.14 mg/kg,2026.05.12,3000225901,,,,상추,경상남도,경상남도 밀양시,2026-05-12
청경채,전*식,20260507,2026.05.08,경기도 화성시,경인청 유해물질분석과,,21000511454960013009,550g,포레이트,0.01 이하,0.201,2026.05.12,3000225910,,20030364475,,청경채,경기도,경기도 화성시,2026-05-12
깻순,양*원,20260512,,충남 논산시,,,,,스피로테트라맷,3.0 mg/kg 이하,7.9 mg/kg,2026.05.12,3000225939,,,,들깻잎,충남,충남 논산시,2026-05-12
고수,이*주,20260512,2026.04.23,경기도 포천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,플루톨라닐,0.01 mg/kg 이하,0.37 mg/kg,2026.05.12,3000225950,,,,고수(잎),경기도,경기도 포천시,2026-05-12
고수,이*주,20260512,2026.04.23,경기도 포천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,터부포스,0.01 mg/kg 이하,0.12 mg/kg,2026.05.12,3000225950,,,,고수(잎),경기도,경기도 포천시,2026-05-12
고수,이*주,20260512,2026.04.23,경기도 포천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,에토프로포스,0.01 mg/kg 이하,0.57 mg/kg,2026.05.12,3000225950,,,,고수(잎),경기도,경기도 포천시,2026-05-12
치커리,전*표,20260513,,경기도 여주시,서울특별시 보건환경연구원 강남농수산물검사소,,,,이미시아포스,0.01 mg/kg 이하,0.13 mg/kg,2026.05.13,3000225988,,,,치커리(잎),경기도,경기도 여주시,2026-05-13
15.파,이*근,20260512,,충청북도 청주시,세종특별자치시 보건환경연구원,,,,아이소프로티올레인,0.01 이하,0.024,2026.05.14,3000226012,,,,파,충청북도,충청북도 청주시,2026-05-14
열무,이*성,20260514,,경기도 포천시,경기도 경기도보건환경연구원,,,4k,터부포스,0.05 mg/kg,0.14 mg/kg,2026.05.15,3000226020,,,,열무(뿌리),경기도,경기도 포천시,2026-05-15
꽈리고추(N-0514-9),김*도,20260514,2026.05.14,경상남도 진주시,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 서부농수산물검사소,,,,클로르페나피르,1.0 이하,1.1728105502755161,2026.05.15,3000226022,,,,고추,경상남도,경상남도 진주시,2026-05-15
취나물(A-0514-4),김*단,20260514,2026.05.14,전남광주통합특별시 나주시,전남광주통합특별시 광주보건환경연구원 식품의약품연구부 서부농수산물검사소,,,,페니트로티온,7.0 이하,7.7224052638801798,2026.05.15,3000226025,,,,취나물,전남광주통합특별시,전남광주통합특별시 나주시,2026-05-15
시금치,이*행,20260514,,경기도 포천시,경기도 경기도보건환경연구원,,,4kg,리뉴론,0.01 mg/kg,0.04 mg/kg,2026.05.15,3000226029,,,,시금치,경기도,경기도 포천시,2026-05-15
고수,주*식,20260512,,경기도 시흥시,경인지방식품의약품안전청,,21000511729040015000,100g,테부코나졸,0.01 이하,0.085,2026.05.15,3000226041,,,,고수(잎),경기도,경기도 시흥시,2026-05-15
강황가루,(주)진성바이오지점,데이터없음,2027.08.18,경상북도 칠곡군,강원특별자치도 보건환경연구원 식약품연구부 식품분석과,,8809045620752,400g,금속성이물,10.0미만 mg/kg,34.66 mg/kg,2026.05.18,3000226157,2018004236216,20200574235,,고형차,경상북도,경상북도 칠곡군,2026-05-18
치커리,권*규,20260517,2026.05.17.(수거일자),경기도 양평군,서울특별시 보건환경연구원 강남농수산물검사소,,,,카벤다짐,0.01 mg/kg 이하,0.34 mg/kg,2026.05.18,3000226172,,,,치커리(잎),경기도,경기도 양평군,2026-05-18
고춧잎,황*연,20260518,,경기 연천군,,,,,아이소프로티올레인,0.01 mg/kg 이하(PLS),0.04 mg/kg,2026.05.19,3000226180,,,,고춧잎,경기,경기 연천군,2026-05-19
근대,최*영,20260518,,경상북도 칠곡군,대구광역시 보건환경연구원 식의약연구부,,,,터부포스,0.1 이하,1.4 mg/kg,2026.05.19,3000226193,,,,근대,경상북도,경상북도 칠곡군,2026-05-19
딜,김*숙,20260519,2026.05.19.(수거일자),경기도 이천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,피리달릴,0.01 이하 (기준 규격 없음),0.22 mg/kg,2026.05.19,3000226201,,,,서양자초(잎),경기도,경기도 이천시,2026-05-19
딜,김*숙,20260519,2026.05.19.(수거일자),경기도 이천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,플룩사메타마이드,0.01 이하 (기준 규격 없음),0.74 mg/kg,2026.05.19,3000226201,,,,서양자초(잎),경기도,경기도 이천시,2026-05-19
딜,김*숙,20260519,2026.05.19.(수거일자),경기도 이천시,서울특별시 보건환경연구원 강남농수산물검사소,,,,메탈락실,0.01 이하 (기준 규격 없음),3.23 mg/kg,2026.05.19,3000226201,,,,서양자초(잎),경기도,경기도 이천시,2026-05-19
아욱,강*하,20260519,,경기도 고양시,,,,,터부포스,0.1 mg/kg 이하(엽채류),0.3 mg/kg,2026.05.19,3000226230,,,,아욱,경기도,경기도 고양시,2026-05-19
고춧잎(260518-1),노*호,20260518,,대구광역시 군위군,경상북도 보건환경연구원 북부지원 안동농수산물검사소,,,,보스칼리드,0.01 이하,0.07,2026.05.19,3000226241,,,,고춧잎,대구광역시,대구광역시 군위군,2026-05-19
당귀,이*환,20260519,,경기도,서울특별시 보건환경연구원 강남농수산물검사소,,,,프로사이미돈,0.2 mg/kg 이하,0.5 mg/kg,2026.05.19,3000226251,,,,당귀(잎),경기도,경기도,2026-05-19
